0.000000, 0, 134075535, 0, 1.000000, 110.095978, 298.469543
0.445511, 1, 221167492, 0, 1.000000, 110.095978, 472.412109
0.452534, 2, 3420803655, 0, 1.000000, 94.482422, 409.423828
0.457959, 3, 107404199, 0, 1.000000, 141.139984, 455.890656
0.456748, 4, 164175253, 0, 1.000000, 109.775543, 252.136230
0.456341, 5, 175400438, 0, 1.000000, 157.203674, 298.686981
0.454434, 6, 266860818, 0, 1.000000, 125.671387, 408.927917
0.452437, 7, 3472081925, 0, 1.000000, 109.962463, 283.653259
0.449553, 8, 178275855, 0, 1.000000, 188.507080, 393.009186
0.449905, 9, 174478830, 0, 1.000000, 157.012939, 299.774170
0.449621, 10, 182459956, 0, 1.000000, 141.654968, 456.665039
0.450194, 11, 223618970, 0, 1.000000, 125.762939, 252.258301
0.513825, 12, 824470536, 0, 1.000000, 94.322205, 424.449921
0.615314, 13, 3850143968, 0, 1.000000, 141.380310, 297.599792
0.762640, 14, 3899505294, 0, 1.000000, 126.129150, 346.015930
0.945946, 15, 4207027458, 0, 1.000000, 156.822205, 347.274780
0.956803, 16, 192837262, 0, 1.000000, 156.631470, 346.687317
0.949385, 17, 4159970152, 0, 1.000000, 94.253540, 315.551758
0.728082, 18, 173944298, 0, 1.000000, 109.909058, 346.855164
0.759346, 19, 321807089, 0, 1.000000, 157.394409, 299.556732
0.800279, 20, 3870198158, 0, 1.000000, 94.482422, 314.559937
1.002102, 21, 4229275076, 0, 1.000000, 125.823975, 314.788818
0.793690, 22, 175345142, 0, 1.000000, 110.309601, 283.447266
1.018583, 23, 4078260386, 0, 1.000000, 125.823975, 299.556732
0.886722, 24, 51739075, 0, 1.000000, 109.962463, 299.411774
0.810717, 25, 103625606, 0, 1.000000, 94.207764, 283.653259
0.812460, 26, 4216298835, 0, 1.000000, 141.654968, 268.348694
1.075689, 27, 3964312770, 0, 1.000000, 110.042572, 331.329346
1.140468, 28, 519178662, 0, 1.000000, 110.176086, 314.559937
1.202037, 29, 4104305028, 0, 1.000000, 110.229492, 267.570496
1.349262, 30, 3944829977, 0, 1.000000, 125.518799, 314.941406
1.301025, 31, 58374652, 0, 1.000000, 109.962463, 329.887390
0.935761, 32, 169391554, 0, 1.000000, 94.551086, 283.790588
0.811529, 33, 337068918, 0, 1.000000, 94.367981, 473.327637
0.813325, 34, 4052824004, 0, 1.000000, 110.229492, 315.322876
0.783887, 35, 4175711218, 0, 1.000000, 110.042572, 377.929688
0.855769, 36, 3817703366, 0, 1.000000, 157.203674, 267.375946
1.107358, 37, 841925792, 0, 1.000000, 110.229492, 393.676758
1.342105, 38, 3813887909, 0, 1.000000, 125.762939, 282.966614
1.217735, 39, 194127514, 0, 1.000000, 62.881470, 424.964905
1.244986, 40, 4077910175, 0, 1.000000, 157.585144, 267.246246
1.039572, 41, 316719813, 0, 1.000000, 78.639984, 423.625946
1.113819, 42, 3816339386, 0, 1.000000, 157.279968, 330.688477
0.943563, 43, 357491751, 0, 1.000000, 125.457764, 393.486023
0.960526, 44, 69968481, 0, 1.000000, 125.823975, 409.721375
0.986723, 45, 3947557937, 0, 1.000000, 110.095978, 314.941406
1.073012, 46, 4203986152, 0, 1.000000, 109.828949, 267.700195
1.042132, 47, 3954414700, 0, 1.000000, 94.436646, 283.653259
1.224103, 48, 644167143, 0, 1.000000, 94.253540, 424.655914
1.272141, 49, 4220833147, 0, 1.000000, 157.089233, 392.532349
1.294728, 50, 3830771767, 0, 1.000000, 94.093323, 299.556732
1.389670, 51, 3939908589, 0, 1.000000, 125.366211, 344.757080
1.318959, 52, 852450555, 0, 1.000000, 157.203674, 299.194336
1.339898, 53, 584815587, 0, 1.000000, 94.436646, 299.774170
1.448021, 54, 3962506419, 0, 1.000000, 110.176086, 315.170288
1.339197, 55, 4159140706, 0, 1.000000, 78.697205, 283.790588
1.270407, 56, 4142127821, 0, 1.000000, 109.828949, 283.653259
1.197749, 57, 91091737, 0, 1.000000, 109.775543, 393.009186
1.184687, 58, 630766962, 0, 1.000000, 110.042572, 487.567902
1.208264, 59, 3850291426, 0, 1.000000, 173.007965, 330.688477
1.215193, 60, 4136137369, 0, 1.000000, 188.873291, 377.929688
1.251384, 61, 4023111361, 0, 1.000000, 110.042572, 378.204346
1.460456, 62, 518865316, 0, 1.000000, 110.095978, 251.647949
1.441205, 63, 3815085999, 156249424, 0.960656, 62.988281, 313.262939
1.223502, 64, 3686432, 196689584, 0.018398, 47.103882, 299.194336
1.219799, 65, 3949419584, 197095092, 0.952467, 125.976562, 409.919739
1.263973, 66, 3877921234, 0, 1.000000, 157.394409, 346.435547
1.159247, 67, 779201151, 96676681, 0.889623, 110.309601, 425.479889
1.085247, 68, 3877736912, 385637661, 0.909546, 141.654968, 486.740112
1.199306, 69, 3948608569, 96271174, 0.976199, 126.068115, 282.417297
1.165849, 70, 4072988787, 192800399, 0.954803, 94.207764, 283.103943
1.002784, 71, 4219340142, 328295209, 0.927810, 110.176086, 424.964905
0.944592, 72, 59425285, 96787274, 0.380413, 110.176086, 313.415527
0.940185, 73, 4037470015, 251027593, 0.941465, 157.203674, 266.273499
0.850339, 74, 75977366, 248115311, 0.234431, 157.585144, 330.928802
0.825352, 75, 4121483801, 322562808, 0.927417, 156.707764, 486.740112
0.891442, 76, 496543969, 3592904738, 0.121421, 109.909058, 331.089020
0.973529, 77, 3891100229, 112380882, 0.971929, 157.279968, 330.287933
0.999160, 78, 4156615500, 0, 1.000000, 125.823975, 267.700195
0.926053, 79, 265699593, 455292794, 0.368519, 110.229492, 423.419952
0.953165, 80, 785504950, 192763533, 0.802954, 110.229492, 315.322876
0.955125, 81, 820194274, 0, 1.000000, 157.279968, 456.443787
0.979483, 82, 3839803527, 0, 1.000000, 141.139984, 298.324585
0.935677, 83, 4204705006, 193132178, 0.956085, 125.671387, 268.348694
1.126287, 84, 4109945270, 0, 1.000000, 141.208649, 268.348694
0.957198, 85, 582400974, 3494218949, 0.142864, 110.229492, 268.024445
0.941745, 86, 4007573051, 193187473, 0.954011, 125.915527, 299.774170
0.867609, 87, 4038299461, 288831955, 0.933251, 110.042572, 315.322876
0.917695, 88, 3834605656, 240152619, 0.941063, 94.367981, 315.322876
0.869328, 89, 4048953251, 364182626, 0.917478, 126.068115, 331.329346
