0, 3335776098, 332313421, 0.909404, 110.176086, 236.206055
1, 40421727, 143217887, 0.220114, 110.042572, 346.687317
2, 40495455, 144121064, 0.219349, 94.367981, 266.921997
3, 39850332, 4067348546, 0.009703, 157.394409, 299.774170
4, 39850330, 573995909, 0.064919, 157.203674, 331.329346
5, 1038652240, 4157832022, 0.199876, 141.208649, 298.469543
6, 3335038814, 1006395958, 0.768188, 125.610352, 283.653259
7, 1040145248, 4251375234, 0.196568, 110.095978, 282.073975
8, 1038725968, 3994725835, 0.206365, 157.394409, 282.760620
9, 40495456, 3536631352, 0.011321, 173.217773, 268.024445
10, 2038836561, 2345084341, 0.465071, 141.311646, 330.528259
11, 1113800158, 3868262782, 0.223562, 110.176086, 315.322876
12, 4145390314, 3581771712, 0.536470, 109.828949, 314.025879
13, 4277180264, 670432969, 0.864494, 62.957764, 236.377716
14, 4145132264, 4252683919, 0.493596, 141.654968, 314.407349
15, 3334375254, 1050006452, 0.760512, 126.068115, 315.170288
16, 4210916644, 3961566378, 0.515255, 94.322205, 424.655914
17, 784767663, 3676328695, 0.175914, 157.089233, 283.103943
18, 717987944, 3773300292, 0.159862, 110.176086, 298.324585
19, 3408878048, 570585958, 0.856617, 78.792572, 330.688477
20, 252833944, 55978471, 0.818730, 109.909058, 283.790588
21, 3202511580, 859804987, 0.788346, 125.762939, 236.206055
22, 2937088468, 855860506, 0.774355, 94.253540, 283.447266
23, 3945770017, 386485539, 0.910789, 78.544617, 331.329346
24, 47997345, 53619155, 0.472338, 157.012939, 299.556732
25, 1039186773, 3442406147, 0.231879, 110.309601, 282.760620
26, 4003776023, 536154684, 0.881902, 94.367981, 283.447266
27, 1444380955, 2676310263, 0.350519, 125.976562, 331.089020
28, 3541018204, 240576560, 0.936382, 110.042572, 315.551758
29, 783200929, 4158384987, 0.158492, 157.279968, 267.375946
30, 3476874288, 762114537, 0.820213, 110.176086, 267.246246
31, 4078555301, 383057157, 0.914144, 157.279968, 331.089020
32, 3475049504, 670506699, 0.838259, 109.909058, 297.962189
33, 915101469, 3166790052, 0.224186, 110.095978, 267.246246
34, 3474643995, 476489780, 0.879404, 141.380310, 314.407349
35, 849280224, 3486624900, 0.195872, 110.042572, 268.024445
36, 915562272, 3872004511, 0.191237, 110.095978, 314.941406
37, 2806441317, 952205406, 0.746663, 156.822205, 282.760620
38, 3278802291, 764160507, 0.810990, 110.042572, 471.267700
39, 1775293532, 2920628550, 0.378050, 157.089233, 331.089020
40, 3807197036, 4248960622, 0.472582, 110.176086, 267.700195
41, 1246437987, 3771180591, 0.248412, 47.183990, 455.005646
42, 4210916645, 3770701356, 0.527577, 125.762939, 266.727448
43, 1048365988, 3773097538, 0.217437, 110.363007, 267.700195
