0, 2039850334, 2166937506, 0.484895, 109.962463, 346.855164
1, 3334891356, 1314120877, 0.717333, 62.957764, 236.206055
2, 40458595, 221738887, 0.154306, 31.517029, 314.941406
3, 3335167835, 689325938, 0.828717, 110.363007, 313.644409
4, 3334983516, 1005197869, 0.768397, 110.042572, 314.178467
5, 39463254, 89838351, 0.305203, 94.207764, 346.015930
6, 3335499615, 404438466, 0.891860, 109.695435, 330.287933
7, 40403296, 3983242598, 0.010041, 62.881470, 315.322876
8, 39352661, 18929830, 0.675206, 78.887939, 313.262939
9, 585866219, 3774793297, 0.134353, 141.654968, 299.194336
10, 1040753507, 3830992952, 0.213630, 110.363007, 282.760620
11, 2815178159, 1438114022, 0.661882, 94.482422, 283.996582
12, 47942049, 3835840612, 0.012344, 109.962463, 315.322876
13, 3682632494, 191123071, 0.950662, 125.305176, 283.653259
14, 3748767087, 668202679, 0.848719, 94.367981, 299.194336
15, 4211045670, 4064251943, 0.508869, 141.551971, 314.941406
16, 850109672, 3645731308, 0.189088, 125.457764, 268.218994
17, 586824691, 4070758497, 0.125993, 125.823975, 282.966614
18, 1040716647, 2973547277, 0.259255, 157.089233, 315.322876
19, 519676331, 3581697984, 0.126708, 94.093323, 346.855164
20, 519418279, 3783014041, 0.120727, 125.518799, 330.287933
21, 3335628642, 983153004, 0.772354, 109.775543, 283.653259
22, 651982380, 4058335219, 0.138416, 110.095978, 315.170288
23, 3608424618, 532320791, 0.871443, 109.909058, 315.551758
24, 3334596440, 1201869021, 0.735065, 109.828949, 266.273499
25, 4012715624, 3870050701, 0.509049, 110.042572, 268.024445
26, 3880925677, 1160968056, 0.769736, 125.366211, 315.322876
27, 2946322982, 1064770611, 0.734544, 94.482422, 329.887390
28, 1378209500, 2601199209, 0.346335, 157.089233, 297.744751
29, 2039905630, 2594342443, 0.440180, 141.551971, 252.441406
30, 3879930340, 389158203, 0.908843, 125.457764, 315.704346
31, 4211119398, 3730703568, 0.530246, 141.208649, 314.788818
32, 783422116, 4252978834, 0.155552, 125.823975, 299.194336
33, 4078739621, 4254269087, 0.489468, 141.311646, 268.024445
34, 585847788, 3867875706, 0.131541, 172.798157, 236.206055
35, 3409762793, 769874475, 0.815804, 110.176086, 314.178467
36, 323410684, 3730076877, 0.079786, 141.723633, 283.103943
37, 4012789350, 4227800505, 0.486954, 157.279968, 314.788818
38, 4014927482, 765948427, 0.839789, 109.962463, 267.375946
39, 520063406, 3261623518, 0.137522, 110.095978, 282.417297
40, 652092971, 54467034, 0.922912, 94.436646, 282.966614
41, 1040587618, 4101226856, 0.202378, 110.229492, 315.170288
42, 2410020842, 1447938362, 0.624688, 109.828949, 329.727173
43, 4211598635, 483420271, 0.897035, 94.367981, 331.089020
44, 4012678759, 250216578, 0.941304, 110.095978, 331.089020
45, 246437987, 3547635349, 0.064953, 141.723633, 283.790588
46, 3277935979, 733839604, 0.817079, 110.042572, 299.049377
47, 4210418978, 286472636, 0.936295, 110.095978, 283.447266
48, 784435886, 3638800814, 0.177344, 94.322205, 315.933228
49, 651208229, 3452912478, 0.158672, 110.042572, 267.570496
50, 3946783784, 784085673, 0.834262, 188.873291, 282.966614
51, 2409652200, 1437819105, 0.626295, 172.714233, 314.788818
52, 3079366315, 1056125928, 0.744619, 109.962463, 267.051697
53, 519713196, 3776710241, 0.120964, 125.671387, 236.377716
54, 717822057, 3446276900, 0.172384, 109.828949, 236.492157
55, 443846422, 4253752986, 0.094484, 157.089233, 283.790588
56, 3946931246, 157853019, 0.961544, 125.762939, 266.727448
57, 3475233825, 920188745, 0.790648, 94.367981, 267.570496
